Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính
QYH9ZU,"Thửa 813 - tờ 32 Suối Lội, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",2900000.0,29.0,Đất,5m,20.07m,Tây
878PH3,"Thửa 639 - tờ 8 Ba Sa, Xã Phước Hiệp, H.Củ Chi, TP.HCM",2500000.0,16.73,Đất,10.38m,15.84m,Tây
ABA2QY,"Thửa 594 - tờ 3 Nguyễn Văn Khạ, Xã Tân An Hội, H.Củ Chi, TP.HCM",1980000.0,9.58,Đất,5.91m,42.44m,Nam
SHQWE5,"Thửa 770 - tờ 2 Hà Huy Giáp, P.Thạnh Lộc, Q.12, TP.HCM",4650000.0,48.38,Đất,5m,19.47m,Nam
852KA3,"Thửa 443 - Tờ 80 Cá Súc, Xã Bình Khánh, H.Cần Giờ, TP.HCM",4200000.0,3.81,Đất,35.9m,30m,
J2A240,"Thửa 961 - Tờ 202, hẻm 55 Tây Lân, P.Tân Tạo, Q.Bình Tân, TP.HCM",9000000.0,61.3,Đất,10.7m,17.68m,Tây Bắc
RGXRBJ,"Thửa 214 - Tờ 8 đường 130, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",3500000.0,18.81,Đất,8.54m,23.33m,Tây Bắc
85Y6K3,"Thửa 484 - Tờ 67 đường Bình Thành, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",4050000.0,54.65,Đất,4.6m,16.17m,
7KXNQA,"Thửa 89 - tờ 11 Nguyễn Thị My, Xã Trung An, H.Củ Chi, TP.HCM",2800000.0,11.22,Đất,8.11m,35.77m,Nam
Y4XB9D,"Thửa 642 - tờ 10 Lê Văn Khương, P.Hiệp Thành, Q.12, TP.HCM",6900000.0,29.65,Đất,4.62m,33.2m,Đông
5H13H7,"Thửa 1755 - tờ 14 Thạnh Lộc 37, P.Thạnh Lộc, Q.12, TP.HCM",8900000.0,25.5,Đất,7.47m,30.82m,Đông Nam
SDH8J5,"17/17 đường 182, P.Tăng Nhơn Phú A, TP.Thủ Đức, TP.HCM",7000000.0,43.67,Đất,8.435m,45.598m,Đông Nam
SDH6R5,"Thạnh xuân 25, P.Thạnh Xuân, Q.12, TP.HCM",4550000.0,84.41,Đất,4.11m,13.26m,
1UJFQ6,"Thửa 1207 - Tờ 94 đường số 6, Long Bình, Q.9, TP.HCM",3200000.0,62.99,Đất,4m,12.7m,Đông
WPT9VR,"Thửa 1050 - tờ 74 Thạnh Xuân 25, P.Thới An, Q.12, TP.HCM",12500000.0,35.76,Đất,4.84m,32.14m,Đông Bắc
3DRKTQ,"77 Số 1A, P.An Lạc, Q.Bình Tân, TP.HCM",9790000.0,110.79,Đất,,,Đông Nam
UAU29S,"276/29/57 Mã Lò, P.Bình Trị Đông A, Q.Bình Tân, TP.HCM",5350000.0,95.53,Đất,4m,14m,Đông
657D78,"Thửa 1733 - Tờ 22 Thạnh Lộc 31, P.Thạnh Lộc, Q.12, TP.HCM",8800000.0,45.76,Đất,5.1m,39m,
DE1P7H,"Thửa 731 - Tờ 158 đường 1A, Xã Vĩnh Lộc B, H.Bình Chánh, TP.HCM",5530000.0,34.07,Đất,8m,18.95m,Đông Nam
YBT26D,"Thửa 653 - Tờ 29 Võ Thị Liễu, P.An Phú Đông, Q.12, TP.HCM",4800000.0,86.33,Đất,4m,13.9m,
400RPF,"Thửa 808 - tờ 45 Hiệp Thành 44, P.Hiệp Thành, Q.12, TP.HCM",4380000.0,42.6,Đất,4.9m,22.64m,Tây Bắc
QYQT5U,"Thửa 638 - tờ 151 Phạm Thị Điệp, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1250000.0,10.37,Đất,6m,22.64m,Đông Nam
5KG5G7,"Thửa 1221+1222 - tờ 38 đường Trường Lưu, Long Trường, Q.9, TP.HCM",3500000.0,50.0,Đất,5.71m,12.37m,Nam
37427Q,"Thửa 1358 - Tờ 33 Giồng Cát, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",2850000.0,19.52,Đất,5m,29.37m,Đông Nam
WPGVDR,"Thửa 431 - Tờ 192, 55-57 Bình Long, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",21000000.0,251.49,Đất,14.43m,15.88m,Đông
P15V3G,"Hẻm 47  (Thửa 707 - Tờ 37) Nguyễn Duy Trinh, Long Trường, Q.9, TP.HCM",3400000.0,50.14,Đất,4.5m,15.5m,Đông Bắc
EJPC94,"Thửa 1128 - 57 Thạnh Lộc 14, P.An Phú Đông, Q.12, TP.HCM",3900000.0,78.0,Đất,4.08m,12.49m,Tây Nam
UYAC9S,"Thửa 840 - tờ 12 Thạnh Xuân 51, P.Thạnh Xuân, Q.12, TP.HCM",2750000.0,49.81,Đất,4.5m,12.63m,Tây Bắc
1UA2P6,"Thửa 697 - tờ 55 Đông Thạnh 7, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",5000000.0,27.35,Đất,5m,36.67m,Bắc
PNAFEG,"Thửa 942 - tờ 67 Hà Huy Giáp, P.Thới An, Q.12, TP.HCM",4550000.0,43.4,Đất,4.08m,26.55m,Bắc
WPQHHR,"Thửa 941 - tờ 67 Hà Huy Giáp, P.Thới An, Q.12, TP.HCM",4550000.0,42.31,Đất,4.07m,27.23m,Bắc
RGUK1J,"Thửa 945 - tờ 67 Hà Huy Giáp, P.Thới An, Q.12, TP.HCM",4500000.0,46.58,Đất,4.08m,24.49m,Bắc
0G3819,"đường Trần Thị Trọng, P.15, Q.Tân Bình, TP.HCM",6100000.0,92.7,Đất,4m,16.68m,Đông Nam
7EPZUA,"59/26/98 Huỳnh Tịnh Của, P.8, Q.3, TP.HCM",14800000.0,162.63,Đất,,,Đông Nam
JZ8YA0,"Thửa 1754 - tờ 9 Thạnh Xuân 52, P.Thạnh Xuân, Q.12, TP.HCM",5900000.0,40.94,Đất,5.16m,29.74m,Đông Bắc
D53YHF,"Thới An 15, P.Thới An, Q.12, TP.HCM",5500000.0,51.0,Đất,4m,25m,
WZANZR,"Thửa 1417 - Tờ 11 Thạnh Lộc 40, P.An Phú Đông, Q.12, TP.HCM",4590000.0,42.11,Đất,4m,28m,Đông
UA38ES,"Thửa 514 - Tờ 123 Hoàng Hữu Nam, Long Thạnh Mỹ, Q.9, TP.HCM",27500000.0,69.56,Đất,10.16m,39.55m,
6U1W08,"Thửa 961 - Tờ 4 Hà Huy Giáp, P.Thạnh Lộc, Q.12, TP.HCM",18500000.0,66.54,Đất,8m,35m,Đông Bắc
UDUKHS,"Thửa 522 - tờ 1 Tỉnh Lộ 15, Xã Nhuận Đức, H.Củ Chi, TP.HCM",4500000.0,12.53,Đất,6.01m,60m,Đông Bắc
85YN73,"Thửa 762 - tờ 81 Tô Ký 12, TT.Hóc Môn, H.Hóc Môn, TP.HCM",4600000.0,51.28,Đất,5m,18m,Đông Bắc
SH7Y35,"Thửa 660 - tờ 63 Hẻm Hà Huy Giáp, P.Thới An, Q.12, TP.HCM",3600000.0,65.21,Đất,4m,13.8m,Đông Nam
JNUU30,"44 Khu Phố 1, P.Thạnh Lộc, Q.12, TP.HCM",5300000.0,45.06,Đất,,,Tây Bắc
5BPK37,"87 Bình Mỹ, Xã Bình Mỹ, H.Củ Chi, TP.HCM",1960000.0,17.65,Đất,,,Đông Nam
7C7XTA,"Thửa 637 - tờ 15 Tỉnh Lộ 15, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",1250000.0,14.58,Đất,5m,19.59m,Nam
9NQHFP,"Thửa 728 - tờ 19 Nguyễn Thị Lắng, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",3250000.0,16.61,Đất,5.31m,40.02m,Đông Bắc
6S7TE8,"Thửa 44 - Tờ 134 Nguyễn Văn Tiệp, Xã An Phú, H.Củ Chi, TP.HCM",1500000.0,6.35,Đất,8.3m,31.15m,Tây Bắc
2V2YVZ,"Thửa 637 - tờ 30 Tỉnh Lộ 2, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",1780000.0,3.32,Đất,10m,55.14m,Tây Nam
PXPVEG,"Thửa 591 - tờ 12 Tỉnh Lộ 9, Xã Bình Mỹ, H.Củ Chi, TP.HCM",2100000.0,17.05,Đất,4.9m,22.7m,Bắc
407TKF,"Thửa 347 - tờ 22 Đông Thạnh 3, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",2650000.0,41.14,Đất,4m,16.11m,Tây Bắc
KF6UFC,"Thửa 308 - tờ 129 Xuân Thới 2, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",2600000.0,38.8,Đất,3.99m,18.38m,Đông
WP2P8R,"Thửa 723 - tờ 16 Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2100000.0,12.92,Đất,5m,32.57m,Tây Nam
1Q4MR6,"Thửa 815 - tờ 52 Đường Tân Hiệp 30, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",3350000.0,28.12,Đất,5.03m,22.72m,Đông Bắc
6UJPM8,"64 Hoàng Hữu Nam, Long Thạnh Mỹ, Q.9, TP.HCM",55000000.0,119.04,Đất,11.78m,40.54m,Tây
PXH6XG,"Thửa 940 - tờ 67 Thạnh Xuân 25, P.Thới An, Q.12, TP.HCM",4450000.0,47.18,Đất,4.07m,23.92m,Bắc
YEZ3KD,"Thửa 724 - tờ 64 Tân Hiệp 16, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",3500000.0,24.92,Đất,5m,28.27m,Đông Nam
SY9QK5,"4347 Nguyễn Cửu Phú, P.Tân Tạo A, Q.Bình Tân, TP.HCM",29500000.0,52.75,Đất,13.25m,51.02m,Đông Nam
QA651U,"Mã Lò, P.Bình Trị Đông A, Q.Bình Tân, TP.HCM",6200000.0,57.4,Đất,4.52m,23.78m,Đông Nam
PN7A7G,"Thửa 682 - Tờ 25 hẻm đường số 120, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",700.0,5.07,Đất,4m,34.74m,Tây Bắc
6S7YM8,"Thửa 711 - tờ 45 Tỉnh Lộ 8, Xã Trung An, H.Củ Chi, TP.HCM",1950000.0,7.23,Đất,7m,38.85m,Tây
2M16BZ,"Thửa 735 - tờ 6 Võ Thị Hết, Xã Hòa Phú, H.Củ Chi, TP.HCM",2350000.0,19.83,Đất,5.01m,23.99m,Đông Nam
KF4PJC,"Thửa 534 - tờ 33 Đổ Đăng Tuyển, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",2300000.0,16.49,Đất,5m,27.88m,Đông Bắc
92AQ8P,"23B Linh Đông, Linh Đông, TP.Thủ Đức, TP.HCM",22600000.0,0.06,Đất,9.39m,23.27m,Đông Nam
7EUFJA,"221/43T Đông Thạnh 4-2, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3150000.0,40.59,Đất,4m,19.61m,Đông Nam
85AXH3,"Thửa 688 - tờ 23 Tỉnh Lộ 8, Xã Tân Thạnh Tây, H.Củ Chi, TP.HCM",2750000.0,11.42,Đất,5m,48.26m,Đông Nam
5DH5U7,"274/12A Nguyễn Văn Đậu, P.11, Q.Bình Thạnh, TP.HCM",11600000.0,146.83,Đất,4.38m,17.24m,Đông Bắc
JXTFZ0,"148 Đỗ Tấn Phong, Tân Đông Hiệp, Dĩ An, TP.HCM",3750000.0,42.61,Đất,5m,18m,
6AFEU8,"35 Hẻm 75, P.15, Q.Tân Bình, TP.HCM",9300000.0,115.24,Đất,,,Đông Bắc
E073N4,"Thửa 595 - tờ 147 Trương Thị Như, Xã Bà Điểm, H.Hóc Môn, TP.HCM",3490000.0,36.44,Đất,5.03m,19.26m,Nam
40SX4F,"Thửa 574 - tờ 18 đường số 464, Xã Trung An, H.Củ Chi, TP.HCM",3500000.0,10.77,Đất,10m,32.67m,Tây Bắc
UY5VTS,"Thửa 701 - Tờ 8 Sông Lu, Xã Hòa Phú, H.Củ Chi, TP.HCM",1490000.0,14.75,Đất,5m,20.26m,Đông Bắc
UY5NGS,"Thửa 568 - Tờ 39 Phạm Thị Lòng, Xã Trung An, H.Củ Chi, TP.HCM",5000000.0,20.6,Đất,6m,40.56m,Bắc
7KQRBA,"Thửa 566 - Tờ 64 hẻm đường 148, Xã Bình Mỹ, H.Củ Chi, TP.HCM",1800000.0,11.69,Đất,7m,22.01m,Tây Nam
37F8RQ,"Thửa 828 - tờ 62 Nguyễn Thị Sáng, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",6800000.0,22.22,Đất,8.01m,38.28m,Đông Nam
0Z8ZT9,"MP Thửa 355 - tờ 128 Trần Thị Bốc, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",5500000.0,62.92,Đất,5m,17.59m,Tây Nam
9TTUWP,"Thửa 667 - Tờ 116 Cây Trắc, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",1150000.0,11.27,Đất,5m,21.15m,Tây Bắc
AKH02Y,"Thửa 1201 - Tờ 16 Tân Thới Hiệp 14, P.Tân Thới Hiệp, Q.12, TP.HCM",5000000.0,51.92,Đất,4.63m,21.91m,Tây Nam
KJNMWC,"115/11/2 Phạm Hữu Lầu, P.Phú Mỹ, Q.7, TP.HCM",8500000.0,91.39,Đất,,,Nam
7EPVEA,"3a2 Hiệp Thành 17, P.Hiệp Thành, Q.12, TP.HCM",5100000.0,50.44,Đất,,,Tây Nam
UHQEVS,"Thửa 580 - tờ 42 Đông Thạnh 5, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3200000.0,35.87,Đất,5.87m,15.24m,Tây Bắc
6S2FN8,"Thửa 734 - Tờ 21 Nguyễn Thị Nói, Xã Trung An, H.Củ Chi, TP.HCM",2550000.0,17.11,Đất,5m,29.91m,Tây Bắc
RGZMNJ,"Thửa 702 - tờ 4 Sông Lu 2, Xã Hòa Phú, H.Củ Chi, TP.HCM",2800000.0,18.75,Đất,7.05m,22.01m,Tây Nam
37520Q,"Thửa 700 - Tờ 161 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",4000000.0,28.07,Đất,5m,29.47m,Đông Bắc
3752FQ,"Thửa 699 - Tờ 161 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",4050000.0,27.05,Đất,5m,30.88m,Đông Bắc
GXN6H2,"183/32/6 Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, TP.HCM",4800000.0,135.59,Đất,3.59m,9.83m,
DEKQ7H,"Thửa 601 - Tờ 20 Huỳnh Minh Mương, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2049999.9999999998,13.39,Đất,6m,25.5m,Đông Nam
K4K77C,"Thửa 842 - Tờ 40 đường số 112, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2200000.0,16.92,Đất,5m,26.58m,Tây Nam
2N0F7Z,"Một phần nhà 38 đường số 6, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",8850000.0,63.53,Đất,4m,34.85m,Tây
PMBC7G,"Nguyễn Duy Trinh, Trường Thạnh, Q.9, TP.HCM",3200000.0,32.0,Đất,5m,20m,Bắc
GMG0U2,"Thửa 693 - tờ 3 Đoàn Minh Triết, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1830000.0,11.72,Đất,5m,31.51m,Tây
UDK9NS,"Thửa 647 - tờ 26 Tỉnh Lộ 8, Xã Hòa Phú, H.Củ Chi, TP.HCM",2300000.0,18.18,Đất,5m,25.5m,Tây
EJUS64,"Thửa 567 - tờ 15 Bùi Thị Lành, Xã Trung An, H.Củ Chi, TP.HCM",3800000.0,13.99,Đất,9.01m,30.19m,Đông Nam
9TU02P,"Thửa 569 - tờ 147 Trần Thị Bốc, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",2360000.0,28.26,Đất,4m,21.11m,Tây Nam
1UQ926,"Thửa 696 - Tờ 161 đường số 415, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",2100000.0,22.38,Đất,5.73m,18.16m,Tây Nam
6SUP98,"Thửa 701 - Tờ 161 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",3950000.0,27.03,Đất,5.3m,28.09m,Đông Bắc
85QNC3,"Thửa 751 - Tờ 46 đường số 112, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2100000.0,17.45,Đất,5m,24.22m,Tây Nam
RPRK4J,"Thửa 751 - Tờ 19 Nguyễn Thị Dưỡng, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",1650000.0,0.01,Đất,5m,38.55m,Đông Nam
5YMFZ7,"Thửa 644 - Tờ 6 Lò Lu, P.Trường Thạnh, TP.Thủ Đức, TP.HCM",4000000.0,28.81,Đất,7.09m,19.78m,Đông Nam
WPVCWR,"Thửa 1109 - tờ 102 Quốc Lộ 1A, P.Thạnh Xuân, Q.12, TP.HCM",4700000.0,60.1,Đất,4.47m,15.89m,Đông Bắc
0Z8E49,"Thửa 599 - tờ 102 Quốc Lộ 1A, P.Thạnh Xuân, Q.12, TP.HCM",3600000.0,56.78,Đất,3.45m,20.54m,Đông
4G61TF,"75/56/10 Lý Thánh Tông, P.Tân Thới Hòa, Q.Tân Phú, TP.HCM",6000000.0,67.45,Đất,,,Đông
WG3DKR,"Thửa 598 - tờ 147 Trương Thị Như, Xã Bà Điểm, H.Hóc Môn, TP.HCM",3500000.0,36.8,Đất,5.03m,19.05m,Nam
87H2Q3,"Thửa 1002 - Tờ 18 Võ Thị Hồi, Xã Xuân Thới Đông, H.Hóc Môn, TP.HCM",4850000.0,53.65,Đất,5m,18m,Nam
85ZVN3,"Thửa 314 - tờ 25 Hẻm Tân Xuân 5, Xã Tân Xuân, H.Hóc Môn, TP.HCM",3000000.0,41.03,Đất,5.01m,14.67m,Đông Bắc
KF6NAC,"Thửa 605 - Tờ 36 An Nhơn Tây, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",1350000.0,13.59,Đất,7m,14.2m,Bắc
J21HH0,"Thửa 560 - Tờ 14, hẻm 80 đường số 6, P.An Lạc A, Q.Bình Tân, TP.HCM",6500000.0,73.19,Đất,7.36m,23.53m,Tây Bắc
2MQG8Z,"Thửa 655 - Tờ 71, 137/77/6D Phan Anh, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",7200000.0,44.55,Đất,4m,42.16m,Đông
85HU43,"Thửa 1600 - tờ 60 Huỳnh Thị Na, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3850000.0,28.2,Đất,8.11m,16.99m,Đông Bắc
SDKCV5,"Thửa 1322 - Tờ 17 đường số 89, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1500000.0,17.38,Đất,5.5m,15.72m,Tây Bắc
SDH075,"Thửa 706 - Tờ 44 đường số 114, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2500000.0,10.96,Đất,5.88m,38.71m,Đông Nam
0204X9,"Thửa 915 - Tờ 24 Nguyễn Thị Dưỡng, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",4800000.0,10.65,Đất,12.5m,36.53m,Tây Bắc
3YAS8Q,"Thửa 590 - Tờ 9 Tỉnh Lộ 2, Xã Tân An Hội, H.Củ Chi, TP.HCM",3400000.0,17.67,Đất,5m,38.88m,Tây Nam
3A3N2Q,"Thửa 638 - tờ 4 Tỉnh Lộ 7, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",1500000.0,12.77,Đất,7.51m,15.68m,Bắc
J24XK0,"Một phần nhà số 1/4L đường số 18B, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",7100000.0,77.85,Đất,4m,22.85m,Đông Nam
J2H7N0,"Thửa 685 - Tờ 14 Nguyễn Văn Cự, P.Tân Tạo, Q.Bình Tân, TP.HCM",6500000.0,90.27,Đất,4m,22.42m,Đông Nam
KF62SC,"Thửa 603 - Tờ 36 An Nhơn Tây, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",1700000.0,11.82,Đất,8.98m,16.2m,Tây
40VA3F,"Thửa 628 - Tờ 8 Ba Sa, Xã Tân An Hội, H.Củ Chi, TP.HCM",2500000.0,14.95,Đất,5m,36m,Tây
SDJRX5,"Thửa 874 - Tờ 29 đường số 460, Xã Trung An, H.Củ Chi, TP.HCM",2200000.0,14.7,Đất,5m,30.22m,Đông Bắc
37HWYQ,"Thửa 702 - Tờ 4 Nguyễn Thị Ngâu, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",8500000.0,49.01,Đất,5.5m,32.21m,Đông Bắc
EJFF14,"Thửa 1113 - Tờ 88 Rạch Nguyễn Thị Nhuần, P.An Phú Đông, Q.12, TP.HCM",5600000.0,69.22,Đất,4.16m,20.36m,Tây Nam
2N42JZ,"Vườn Lài, P.An Phú Đông, Q.12, TP.HCM",22500000.0,64.97,Đất,10m,35.32m,Đông Bắc
87HNA3,"Thửa 848 - tờ 7 đường số 27, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",6600000.0,18.39,Đất,19.5m,33.05m,Đông Bắc
5HSKE7,"Thửa 594 - Tờ 194 đường số 608, Xã Tân An Hội, H.Củ Chi, TP.HCM",1600000.0,8.68,Đất,5m,38.95m,Tây Nam
1U9RQ6,"Thửa 530 - tờ 2 Phạm Văn Chèo, TT.Củ Chi, H.Củ Chi, TP.HCM",3250000.0,23.27,Đất,4.76m,30.38m,Tây Bắc
0ZY519,"Thửa 593 - Tờ 194 đường số 608, Xã Tân An Hội, H.Củ Chi, TP.HCM",1600000.0,7.6,Đất,5m,41.26m,Tây Nam
QA7JTU,"Thửa 719 - tờ 48 Nguyễn Thị Thử, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",3750000.0,40.23,Đất,5.6m,16.75m,Tây Nam
0ZPBZ9,"Thửa 848 - Tờ 46, hẻm 40 đường số 112, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",3500000.0,11.38,Đất,8.8m,34.95m,Đông Bắc
UDUKZS,"Thửa 44 - tờ 16 Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",5100000.0,11.38,Đất,14.6m,31.47m,Tây Nam
65XFF8,"931/23 (Thửa 716 - tờ 228) Hương Lộ 2, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5800000.0,86.69,Đất,4m,16.29m,Tây Bắc
UY2RXS,"Thửa 604 - Tờ 36 An Nhơn Tây, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",1300000.0,13.82,Đất,6.25m,14.21m,Bắc
WP1W9R,"Thửa 844 - tờ 45 Hương Lộ 2, P.Bình Trị Đông A, Q.Bình Tân, TP.HCM",6500000.0,85.07,Đất,4.94m,15.52m,Đông Nam
GXVXU2,"Thửa 620 - tờ 27 Nguyễn Kim Cương, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",8700000.0,13.88,Đất,10.3m,60m,Đông Bắc
87RX13,"Thửa 717 - tờ 33 Lê Thị Ngà, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",3600000.0,16.49,Đất,4.99m,43.88m,Đông Nam
6S9CT8,"Thửa 641 - tờ 5 Bến Kho Gạo, Xã Hòa Phú, H.Củ Chi, TP.HCM",1650000.0,19.27,Đất,5.4m,15.88m,Tây Bắc
SDDB85,"Thửa 652 - tờ 3 Trần Văn Mười, Xã Xuân Thới Đông, H.Hóc Môn, TP.HCM",3450000.0,41.76,Đất,5m,16.71m,Tây
DEB63H,"Thửa 702 - Tờ 161 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",6000000.0,22.13,Đất,9.83m,27.29m,Đông Bắc
QA5PDU,"Thửa 453 - Tờ 160, một phần nhà 92/14 đường số 10, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",4900000.0,53.78,Đất,4m,19.4m,Nam
K49D6C,"Lê Đình Cẩn, P.Tân Tạo, Q.Bình Tân, TP.HCM",5000000.0,54.05,Đất,6.15m,15.08m,Bắc
0ZS5Q9,"Thửa 349 - Tờ 94, Một phần nhà 92/1/6 Nguyễn Sơn, P.Phú Thọ Hòa, Q.Tân Phú, TP.HCM",5700000.0,109.4,Đất,4.3m,12.15m,Tây Nam
5HPGY7,"Thửa 348 - Tờ 94, Một phần nhà 92/1/6 Nguyễn Sơn, P.Phú Thọ Hòa, Q.Tân Phú, TP.HCM",5350000.0,107.86,Đất,4.3m,11.55m,Đông Bắc
2MUQKZ,"Thửa 638 - tờ 181 Ấp Đông 5, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",5350000.0,65.8,Đất,5.02m,16.9m,Đông Bắc
2M1MHZ,"Thửa 569 - tờ 14 Tỉnh Lộ 8, Xã Hòa Phú, H.Củ Chi, TP.HCM",10500000.0,25.31,Đất,11.6m,34.4m,Tây Nam
UDK82S,"Thửa 1051 - tờ 20 đường số 28, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",2650000.0,32.96,Đất,5.12m,17.54m,Tây Bắc
UY93MS,"Thửa 566 - tờ 37 Tân Hiệp 16, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",1100000.0,12.5,Đất,4.2m,19.1m,Tây Nam
5HE4H7,"Thửa 570 - Tờ 89, Một phần nhà số 168/61 Chiến Lược, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5100000.0,63.9,Đất,4m,20.09m,Đông
YBBK6D,"MPN 92/14 đường số 10, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",4900000.0,53.78,Đất,4m,18.62m,
QYC63U,"Thửa 662 - tờ 177 Ấp Đông 3, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3800000.0,36.32,Đất,4.35m,17.01m,Tây Bắc
E0PUB4,"Thửa 556 - tờ 21 Nguyễn Thị Chuỗi, Xã Phước Thạnh, H.Củ Chi, TP.HCM",3200000.0,6.94,Đất,8.69m,51.7m,Đông Nam
5HKRE7,"Thửa 430 - Tờ 192, 55-57 Bình Long, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5800000.0,114.39,Đất,4.84m,11.23m,Bắc
6SXF48,"Thửa 695 - Tờ 2 Phạm Văn Đồng, P.11, Q.Bình Thạnh, TP.HCM",10150000.0,180.28,Đất,4m,14.16m,
SDUDS5,"Thửa 598 - Tờ 194 đường số 608, Xã Tân An Hội, H.Củ Chi, TP.HCM",2700000.0,3.42,Đất,6.18m,46.13m,Đông Nam
EJG264,"17  (Thửa 546 - Tờ 149) đường số 1A, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",6500000.0,71.9,Đất,4m,22.29m,Đông
0ZT8Y9,"Thửa 429 - Tờ 192, một phần nhà số 55-57 Bình Long, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5800000.0,113.94,Đất,5.41m,10.2m,Bắc
J2Z650,"Thửa 428 - Tờ 192, một phần nhà số 55-57 Bình Long, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5800000.0,113.5,Đất,6.29m,9.05m,Bắc
RGTHAJ,"Thửa 538 + 539 + 540 - Tờ 41, 97/6 Trần Bá Giao, P.5, Q.Gò Vấp, TP.HCM",33000000.0,107.8,Đất,12.1m,23.98m,Đông Nam
5HANM7,"Thửa 944-Tờ 67 hẻm Đường TX 31, P.Thạnh Xuân, Q.12, TP.HCM",4550000.0,45.82,Đất,4m,24.55m,Bắc
0ZMGX9,"Thửa 629 - tờ 98 đường số 5A, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",5250000.0,82.8,Đất,3.96m,15.92m,Tây
QA2CBU,"Thửa 570 - Tờ 6 Nguyễn Thị Ngâu, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",4250000.0,18.11,Đất,5.03m,39.93m,
40XJ4F,"Thửa 545 - tờ 9 Lê Thị Kim, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",5550000.0,51.57,Đất,5m,21.54m,Tây Nam
