Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính,Số phòng ngủ,Số phòng tắm,Số tầng,Diện tích đất công nhận,Diện tích sử dụng,Đường trước nhà,Nội thất,Giấy tờ pháp lý
UFZAS5,"Bàn Cờ, P.3, Q.3, TP.HCM",24500000.0,3.71,Nhà mặt tiền,3.2m,22m,,6.0,4.0,4.0,61.40m²,219.90m²,8m,,
SD99M5,"MPN 51C Thạnh Xuân 31, P.Thới An, Q.12, TP.HCM",9000000.0,69.93,Nhà mặt tiền,7.24m,17.77m,Tây,9.0,9.0,6.0,128.70m²,350.80m²,5m,,
GMNXA2,"Vườn Lài, P.An Phú Đông, Q.12, TP.HCM",15700000.0,103.28,Nhà mặt tiền,4.18m,37.52m,Tây Bắc,4.0,3.0,3.0,152m²,172.60m²,10m,,
1U4WA6,"Võ Văn Hát, Long Trường, Q.9, TP.HCM",25000000.0,142.61,Nhà mặt tiền,9.9m,24.51m,Tây Bắc,2.0,2.0,1.0,175.30m²,53.40m²,8m,,
WPGSFR,"91 Sương Nguyệt Ánh, P.Bến Thành, Q.1, TP.HCM",80000000.0,966.76,Nhà mặt tiền,4.25m,18.9m,Tây Bắc,18.0,20.0,8.0,82.75m²,577.20m²,,,
UDTY6S,"17 Đặng Tất, P.Tân Định, Q.1, TP.HCM",59000000.0,472.75,Nhà mặt tiền,4m,24.4m,Tây Bắc,1.0,1.0,2.0,124.80m²,112.70m²,,,
UDTY6S,"17 Đặng Tất, P.Tân Định, Q.1, TP.HCM",59000000.0,472.75,Nhà mặt tiền,4m,24.4m,Tây Bắc,1.0,1.0,2.0,124.80m²,112.70m²,,,
JGQM20,"Tú Mỡ, P.7, Q.Gò Vấp, TP.HCM",6980000.0,245.77,Nhà mặt tiền,5m,6m,Nam,3.0,3.0,3.0,28.40m²,51.70m²,6.7m,,
DEBCEH,"MPN 50/50 Vườn Lài, P.An Phú Đông, Q.12, TP.HCM",6600000.0,76.38,Nhà mặt tiền,5.98m,17.15m,Đông Nam,3.0,3.0,3.0,86.40m²,145.10m²,,,
AC27VY,"105 Độc Lập, P.Tân Thành, Q.Tân Phú, TP.HCM",38000000.0,215.66,Nhà mặt tiền,10.12m,17.65m,Bắc,3.0,3.0,3.0,176.20m²,292.40m²,,,
ACHQDY,"114 Vĩnh Viễn, P.9, Q.10, TP.HCM",10900000.0,595.62,Nhà mặt tiền,3.15m,10.57m,Nam,3.0,3.0,3.0,18.30m²,36.60m²,,,
7DZ92A,"10-12 đường số 59, P.10, Q.6, TP.HCM",39000000.0,196.26,Nhà mặt tiền,8m,26.8m,Tây Bắc,1.0,1.0,5.0,214.40m²,730m²,20m,,
0F279N,"1c Mai Văn Vĩnh, P.Tân Kiểng, Q.7, TP.HCM",26500000.0,234.72,Nhà mặt tiền,6.3m,20m,Tây,9.0,8.0,6.0,112.90m²,,5m,,
KE12UC,"Nguyễn Trãi, P.2, Q.5, TP.HCM",42000000.0,610.46,Nhà mặt tiền,3.7m,21.65m,Tây Bắc,1.0,4.0,5.0,68.80m²,301.90m²,20m,,
AHUE2Y,"176C Trường Sa, P.1, Q.Bình Thạnh, TP.HCM",50000000.0,416.31,Nhà mặt tiền,5m,25m,Nam,6.0,6.0,8.0,120.10m²,690.90m²,14m,,
SKFZD5,"1071 Hoàng Sa, P.11, Q.3, TP.HCM",13500000.0,453.02,Nhà mặt tiền,5.4m,7.55m,Đông Bắc,6.0,7.0,5.0,29.80m²,140.80m²,,,
UY43QS,"71 Trần Quang Diệu, P.13, Q.3, TP.HCM",14000000.0,486.11,Nhà mặt tiền,3.35m,12.7m,Tây Nam,3.0,3.0,3.0,28.80m²,81.40m²,,,
2MNPAZ,"924/3B/2 An Phú Đông 12, P.An Phú Đông, Q.12, TP.HCM",12000000.0,64.86,Nhà mặt tiền,7.74m,27.8m,Nam,1.0,1.0,1.0,185m²,,,,
UADPXS,"268 Hưng Phú, P.8, Q.8, TP.HCM",11200000.0,274.5,Nhà mặt tiền,3.56m,9.02m,Đông Nam,2.0,2.0,3.0,40.80m²,49.10m²,8m,,
3S2G1Q,"Hà Huy Giáp, P.Thạnh Lộc, Q.12, TP.HCM",27000000.0,86.01,Nhà mặt tiền,8m,44.43m,Tây Bắc,5.0,2.0,2.0,313.90m²,291.70m²,14m,,
7DCJYA,"Lê Cơ, P.An Lạc, Q.Bình Tân, TP.HCM",16000000.0,142.61,Nhà mặt tiền,4m,30.91m,Tây Nam,4.0,2.0,3.0,123m²,196.60m²,16m,,Sổ riêng
SA61X5,"29 Tân Hóa, P.14, Q.6, TP.HCM",5500000.0,206.76,Nhà mặt tiền,3.1m,8.6m,Đông Bắc,2.0,2.0,2.0,26.60m²,53.20m²,15m,,
SA2PN5,"137 Hoàng Hữu Nam, Tân Phú, Q.9, TP.HCM",9400000.0,149.92,Nhà mặt tiền,4m,23.65m,Đông Nam,1.0,1.0,1.0,62.70m²,56.20m²,10m,,
AHW0FY,"đường số 5, P.Bình Thuận, Q.7, TP.HCM",10500000.0,222.83,Nhà mặt tiền,4m,11.78m,Tây Nam,4.0,3.0,3.0,47.12m²,172.48m²,10m,,Sổ riêng
WP903R,"224A Bạch Đằng, P.25, Q.Bình Thạnh, TP.HCM",20000000.0,307.69,Nhà mặt tiền,3.7m,20.7m,Nam,7.0,8.0,5.0,65m²,289.40m²,,,
WP903R,"224A Bạch Đằng, P.25, Q.Bình Thạnh, TP.HCM",20000000.0,307.69,Nhà mặt tiền,3.7m,20.7m,Nam,7.0,8.0,5.0,65m²,289.40m²,,,
SY80W5,"35 Nguyễn Bình, Xã Phú Xuân, H.Nhà Bè, TP.HCM",7000000.0,70.0,Nhà mặt tiền,6.65m,15m,Tây Bắc,2.0,1.0,1.0,100m²,,,,
6Q5GH8,"20 đường Láng The, Xã Tân Thạnh Tây, H.Củ Chi, TP.HCM",4000000.0,31.37,Nhà mặt tiền,5m,25.61m,Tây Bắc,3.0,1.0,1.0,127.50m²,,10m,Cơ bản,
YCMM8D,"Trần Khắc Chân, P.Tân Định, Q.1, TP.HCM",15000000.0,424.92,Nhà mặt tiền,4.3m,8.35m,Đông Bắc,3.0,3.0,3.0,35.30m²,127m²,9m,,
5YBWD7,"Trịnh Đình Trọng, P.Phú Trung, Q.Tân Phú, TP.HCM",43000000.0,207.54,Nhà mặt tiền,8m,22.5m,Tây Nam,10.0,7.0,5.0,181m²,754.40m²,6.5m,,Sổ riêng
SHC4Q5,"134 Lý Nam Đế, P.7, Q.11, TP.HCM",17000000.0,333.98,Nhà mặt tiền,4.25m,12m,Tây Nam,3.0,3.0,4.0,50.90m²,171.40m²,,,
7KSP4A,"215D7 Nguyễn Văn Hưởng, Thảo Điền, Q.2, TP.HCM",110000000.0,371.62,Nhà mặt tiền,11.09m,25.36m,Đông Nam,5.0,5.0,3.0,296m²,135m²,10m,,
6SDJS8,"296Bis Trần Hưng Đạo, P.Nguyễn Cư Trinh, Q.1, TP.HCM",41000000.0,493.97,Nhà mặt tiền,3.58m,21.38m,Đông Nam,6.0,6.0,3.0,83m²,163.17m²,,,
2N02EZ,"Nguyễn Kiệm, P.9, Q.Phú Nhuận, TP.HCM",58000000.0,381.07,Nhà mặt tiền,5.1m,40m,Đông Bắc,5.0,5.0,8.0,152.20m²,1048.80m²,8m,,
W9VN1R,"18 đường B4, P.Tây Thạnh, Q.Tân Phú, TP.HCM",5400000.0,126.46,Nhà mặt tiền,4.02m,10.6m,Tây Nam,2.0,2.0,2.0,42.70m²,85.40m²,3.7m,,Sổ riêng
QYS1YU,"9 Bình quới, P.27, Q.Bình Thạnh, TP.HCM",20000000.0,165.83,Nhà mặt tiền,2.81m,37.51m,Đông Nam,11.0,11.0,4.0,120.60m²,,,Đầy đủ,
UYFXBS,"114 Hồ Bá Kiện, P.15, Q.10, TP.HCM",11000000.0,269.6,Nhà mặt tiền,4.51m,11.07m,Tây Nam,2.0,2.0,2.0,40.80m²,81.60m²,,,
3SMHBQ,"6A đường 212, Phước Long A, Q.9, TP.HCM",3650000.0,145.41,Nhà mặt tiền,3.8m,8.6m,Nam,2.0,1.0,2.0,25.10m²,45.20m²,4m,,
CWNHNB,"6 Hoa Sứ, P.2, Q.Phú Nhuận, TP.HCM",28000000.0,466.66,Nhà mặt tiền,4m,15m,Tây Bắc,6.0,4.0,4.0,60m²,215.10m²,,,
5DK9R7,"71 Dã Tượng, P.8, Q.8, TP.HCM",10500000.0,184.53,Nhà mặt tiền,3.07m,18.13m,Tây,6.0,4.0,5.0,56.90m²,193.50m²,12m,,
4V0KF5,"10 đường số 26, Bình An, Q.2, TP.HCM",10700000.0,0.22,Nhà mặt tiền,2.95m,17.46m,Tây Nam,2.0,3.0,2.0,52.50m²,,4m,Cơ bản,
RXE7JQ,"131 Hoa Lan, P.2, Q.Phú Nhuận, TP.HCM",27000000.0,442.62,Nhà mặt tiền,4m,16m,Đông Bắc,3.0,4.0,4.0,61m²,221.40m²,5m,Đầy đủ,Sổ riêng
5HJAV7,"116 Nguyên Hồng, P.11, Q.Bình Thạnh, TP.HCM",29000000.0,246.38,Nhà mặt tiền,4.25m,24.4m,Đông Bắc,3.0,3.0,2.0,117.70m²,215.90m²,,,
PNN8KG,"82 đường số 27, P.Tân Phong, Q.7, TP.HCM",24000000.0,250.0,Nhà mặt tiền,7.06m,18m,Đông Nam,4.0,5.0,4.0,96m²,196.30m²,,,
7KCJSA,"407 Nguyễn Trọng Tuyển, P.2, Q.Tân Bình, TP.HCM",20000000.0,319.48,Nhà mặt tiền,5.1m,17.6m,Đông Bắc,4.0,3.0,4.0,62.60m²,176.50m²,8m,,Sổ riêng
AKT6PY,"914 Bis Đường Lò Gốm, P.2, Q.6, TP.HCM",7980000.0,190.0,Nhà mặt tiền,3.2m,16.31m,Tây,5.0,3.0,4.0,42m²,,10m,,Sổ riêng
Q70JKU,"1017 Trương Văn Đa, Xã Bình Lợi, H.Bình Chánh, TP.HCM",2950000.0,15.54,Nhà mặt tiền,5m,37.95m,Đông Bắc,2.0,1.0,1.0,189.80m²,78.70m²,10m,,
DBWG0H,"42 đường Phan Huy Thực, P.Tân Hưng, Q.7, TP.HCM",18000000.0,256.04,Nhà mặt tiền,4m,21m,Nam,6.0,4.0,4.0,70.30m²,221.10m²,7m,,
Q53NSU,"107 Nguyễn Hữu Tiến, P.Tây Thạnh, Q.Tân Phú, TP.HCM",22000000.0,120.61,Nhà mặt tiền,6m,30m,Đông Bắc,2.0,2.0,2.0,182.40m²,,10m,,
3SW8KQ,"Lê Văn Thịnh, Bình Trưng Tây, Q.2, TP.HCM",22000000.0,155.58,Nhà mặt tiền,9.75m,14m,Đông,4.0,2.0,2.0,141.40m²,125.40m²,20m,,
6VRC8Y,"173 đường D5, P.25, Q.Bình Thạnh, TP.HCM",17500000.0,0.39,Nhà mặt tiền,7m,6.56m,Nam,4.0,4.0,3.0,42.60m²,42.60m²,5m,,
0TPZ59,"78 Đình Quới An, P.Thới An, Q.12, TP.HCM",10500000.0,96.41,Nhà mặt tiền,5m,21.48m,Tây,4.0,5.0,4.0,108.90m²,360.80m²,6m,,
37F34Q,"37 Ba Vì, P.4, Q.Tân Bình, TP.HCM",33000000.0,237.41,Nhà mặt tiền,6.1m,20.91m,Đông Bắc,10.0,10.0,3.0,139m²,354m²,,,
1U3RP6,"Số 4 đường số 5, P.Tân Phú, Q.7, TP.HCM",11800000.0,236.0,Nhà mặt tiền,5m,10m,Nam,2.0,2.0,2.0,50m²,64m²,,Cơ bản,
CF67WB,"đường số 30 , KP1, Cát Lái, Q.2, TP.HCM",23000000.0,89.7,Nhà mặt tiền,7.73m,33.53m,Bắc,2.0,1.0,1.0,256.40m²,117.70m²,6m,,
0GWZA9,"128 Hoàng Văn Thụ, P.9, Q.Phú Nhuận, TP.HCM",60000000.0,357.56,Nhà mặt tiền,8m,21m,Nam,6.0,6.0,4.0,167.80m²,476.20m²,,,
56GX7X,"Lô K Nguyễn Thức Tự, P.An Lạc A, Q.Bình Tân, TP.HCM",11500000.0,180.25,Nhà mặt tiền,3.97m,15.4m,,5.0,5.0,3.0,63.80m²,162.60m²,9.1m,,
RG56WJ,"57 đường số 9, P.4, Q.4, TP.HCM",6450000.0,168.84,Nhà mặt tiền,2.9m,13.34m,Đông Nam,4.0,3.0,4.0,38.20m²,,3m,,
2M301Z,"1 đường số 16, P.Tân Phú, Q.7, TP.HCM",14200000.0,165.11,Nhà mặt tiền,4.4m,19.65m,Tây,1.0,1.0,1.0,86m²,79m²,8m,,
AHUC2Y,"Nguyễn Đình Chiểu, P.1, Q.3, TP.HCM",12900000.0,542.01,Nhà mặt tiền,3m,8m,Đông,3.0,4.0,4.0,23.80m²,71.20m²,12m,,
3SCEVQ,"142 Số 22, P.11, Q.6, TP.HCM",19000000.0,228.98,Nhà mặt tiền,4m,19m,Nam,11.0,12.0,4.0,76m²,256.40m²,15m,Cơ bản,
EJJKG4,"101-103 Tân Hương, P.Tân Quý, Q.Tân Phú, TP.HCM",35000000.0,197.18,Nhà mặt tiền,8.05m,22m,Bắc,5.0,5.0,3.0,177.50m²,363.30m²,,,Sổ riêng
7KYVZA,"133F Hòa Hưng, P.12, Q.10, TP.HCM",6300000.0,512.19,Nhà mặt tiền,3.14m,7.54m,Tây Bắc,2.0,2.0,3.0,12.30m²,30.10m²,7.5m,,
02XYB9,"88 Xóm Chiếu, P.15, Q.4, TP.HCM",15000000.0,196.33,Nhà mặt tiền,4.07m,30.03m,Đông Nam,3.0,3.0,2.0,76.40m²,92m²,,,
SD4Y25,"97 Trần Thị Nghỉ, P.7, Q.Gò Vấp, TP.HCM",57000000.0,296.1,Nhà mặt tiền,10m,20.02m,Đông Nam,8.0,10.0,5.0,192.50m²,640m²,20m,Bàn giao thô,
UYEADS,"7 Trần Thị Nghỉ, P.7, Q.Gò Vấp, TP.HCM",37000000.0,300.81,Nhà mặt tiền,6.5m,20m,Tây Nam,7.0,9.0,5.0,123m²,463.50m²,16m,Bàn giao thô,
0GRH29,"50 đường số 3, P.5, Q.8, TP.HCM",11680000.0,182.5,Nhà mặt tiền,4m,16m,Đông Nam,4.0,5.0,4.0,64m²,196.60m²,10m,,
7DTYHA,"1050 Quang Trung, P.8, Q.Gò Vấp, TP.HCM",58000000.0,275.9,Nhà mặt tiền,11.12m,36.15m,Tây Nam,1.0,1.0,2.0,210.22m²,245.02m²,16m,,
2MW4HZ,"4A đường số 2A, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",4980000.0,104.62,Nhà mặt tiền,4m,11.99m,Tây Nam,2.0,2.0,2.0,47.60m²,82m²,4.12m,,
SD9E25,"38 Mai Văn Vĩnh, P.Tân Quy, Q.7, TP.HCM",15000000.0,334.07,Nhà mặt tiền,4.23m,14.86m,Đông,3.0,3.0,4.0,44.90m²,,12m,,
SYU2F5,"51 đường số 36, P.10, Q.6, TP.HCM",13400000.0,181.08,Nhà mặt tiền,4m,18.5m,Đông Bắc,5.0,6.0,4.0,74m²,244.90m²,14m,,
87SF83,"622 + 624 Trường Sa, P.15, Q.Phú Nhuận, TP.HCM",13500000.0,208.97,Nhà mặt tiền,4.5m,16.08m,Tây Nam,6.0,7.0,2.0,64.60m²,108.10m²,,,
CWZDXB,"163 Gò Ô Môi, P.Phú Thuận, Q.7, TP.HCM",16990000.0,171.05,Nhà mặt tiền,5.03m,28.01m,Tây Nam,5.0,5.0,4.0,99.38m²,316.42m²,12m,,
ACJKDY,"138A Nguyễn Văn Trỗi, P.8, Q.Phú Nhuận, TP.HCM",435000000.0,923.17,Nhà mặt tiền,19.5m,29.1m,Nam,8.0,8.0,8.0,471.20m²,2780.80m²,,,
DE0BYH,"đường số 8, P.5, Q.Gò Vấp, TP.HCM",74000000.0,282.65,Nhà mặt tiền,13.6m,19.25m,Tây Nam,4.0,6.0,4.0,261.80m²,616.80m²,12m,Đầy đủ,
4J0EWF,"94 Nguyên Hồng, P.1, Q.Gò Vấp, TP.HCM",10800000.0,325.3,Nhà mặt tiền,3m,15.6m,Tây Nam,3.0,3.0,4.0,33.20m²,95.50m²,12m,,
SA1Q15,"625 Lê Hồng Phong, P.10, Q.10, TP.HCM",28000000.0,360.82,Nhà mặt tiền,3.53m,15.23m,Đông Bắc,6.0,5.0,5.0,77.60m²,341.40m²,15m,,
PZF39G,"đường D16, P.Tây Thạnh, Q.Tân Phú, TP.HCM",14200000.0,151.38,Nhà mặt tiền,5m,19m,Tây Bắc,4.0,4.0,4.0,93.80m²,305.80m²,12m,,
UAUG0S,"490 Ngô Gia Tự, P.4, Q.10, TP.HCM",72000000.0,905.66,Nhà mặt tiền,7.02m,13.38m,Đông Nam,7.0,7.0,7.0,79.50m²,574.20m²,,,
8SFN63,"Trường Chinh, P.15, Q.Tân Bình, TP.HCM",21000000.0,160.91,Nhà mặt tiền,3.85m,27.55m,Tây Nam,3.0,2.0,1.0,130.50m²,128m²,20m,Đầy đủ,
ACVFUY,"476 Trường Chinh, P.Tân Hưng Thuận, Q.12, TP.HCM",14700000.0,184.44,Nhà mặt tiền,4m,19.98m,Tây Nam,4.0,4.0,4.0,79.70m²,227.70m²,30m,,
7D1TMA,"Trường Chinh, P.12, Q.Tân Bình, TP.HCM",16500000.0,239.82,Nhà mặt tiền,3.5m,19.7m,Tây Nam,4.0,4.0,4.0,68.80m²,181.80m²,20m,,
RC3DJQ,"301 Kênh Tân Hóa, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",36000000.0,146.53,Nhà mặt tiền,17.26m,14.15m,Đông Nam,1.0,1.0,2.0,245.68m²,319.78m²,10m,Cơ bản,
J2TCW0,"Đường 41, Bình Trưng Đông, Q.2, TP.HCM",6700000.0,108.06,Nhà mặt tiền,4.5m,13m,Đông,3.0,2.0,2.0,62m²,,,,
13X176,"Tam Đảo, P.15, Q.10, TP.HCM",40000000.0,701.75,Nhà mặt tiền,6m,22m,Tây Bắc,2.0,3.0,3.0,57m²,104.70m²,,,
QY5FZU,"386 Quang Trung, P.10, Q.Gò Vấp, TP.HCM",4800000.0,259.45,Nhà mặt tiền,4.46m,7.57m,Tây Nam,3.0,3.0,4.0,18.50m²,87.40m²,,,
CW0H3B,"44B Phan Xích Long, P.4, Q.Phú Nhuận, TP.HCM",65000000.0,186.08,Nhà mặt tiền,17.5m,20m,Đông Nam,3.0,3.0,3.0,349.30m²,997.80m²,,,
7H2FNA,"đường số 23, P.10, Q.6, TP.HCM",16800000.0,233.33,Nhà mặt tiền,4m,18m,Tây,4.0,3.0,3.0,72m²,188.80m²,20m,,
7D66XA,"314 Bình Long, P.Phú Thọ Hòa, Q.Tân Phú, TP.HCM",16500000.0,153.34,Nhà mặt tiền,5.05m,21.45m,Tây Nam,3.0,3.0,3.0,107.60m²,305.70m²,14m,,
3S96HQ,"đường số 19, P.10, Q.6, TP.HCM",11500000.0,174.24,Nhà mặt tiền,4m,16.5m,Đông,3.0,2.0,3.0,66m²,189.60m²,14m,,
SDQ9W5,"78 Út Tịch, P.4, Q.Tân Bình, TP.HCM",150000000.0,555.76,Nhà mặt tiền,22.8m,21.15m,Đông Bắc,22.0,8.0,8.0,269.90m²,1416.10m²,12.2m,,
40Q2BF,"39 Phú Định, P.16, Q.8, TP.HCM",10500000.0,186.5,Nhà mặt tiền,4m,22.64m,Đông Nam,3.0,2.0,2.0,56.30m²,102.60m²,,,
37PZSQ,"16 Lê Lai, P.1, Q.Gò Vấp, TP.HCM",7700000.0,127.9,Nhà mặt tiền,4.2m,15.3m,Tây Nam,1.0,1.0,1.0,60.20m²,60.20m²,7.5m,,
4JGVVF,"92 đường số 1, P.15, Q.Gò Vấp, TP.HCM",3990000.0,106.97,Nhà mặt tiền,5.66m,6.92m,Nam,2.0,3.0,2.0,37.30m²,,5.8m,,
UAD2VS,"Phan Văn Trị, P.11, Q.Bình Thạnh, TP.HCM",18000000.0,224.43,Nhà mặt tiền,5.15m,20.96m,Đông Bắc,3.0,2.0,1.0,80.20m²,,20m,Đầy đủ,
CHU3BC,"đường số 2, khu dân cư Him Lam, P.Tân Hưng, Q.7, TP.HCM",32200000.000000004,322.0,Nhà mặt tiền,5m,20m,,5.0,6.0,4.0,100m²,100m²,,,
SDJQE5,"27-29 Nam Kỳ Khởi Nghĩa, P.Nguyễn Thái Bình, Q.1, TP.HCM",270000000.0,1.3,Nhà mặt tiền,8.2m,25.36m,Đông Bắc,8.0,8.0,8.0,207.12m²,502.60m²,,,
SDJQE5,"27-29 Nam Kỳ Khởi Nghĩa, P.Nguyễn Thái Bình, Q.1, TP.HCM",270000000.0,1.3,Nhà mặt tiền,8.2m,25.36m,Đông Bắc,8.0,8.0,8.0,207.12m²,502.60m²,,,
0ZTRT9,"35-37 Yết Kiêu, P.9, Q.5, TP.HCM",25500000.0,391.1,Nhà mặt tiền,8m,8.15m,Đông,6.0,6.0,6.0,65.20m²,,,,
SDAMR5,"432 - 434 Nguyễn Oanh, P.17, Q.Gò Vấp, TP.HCM",38500000.0,216.29,Nhà mặt tiền,8m,23.1m,Tây Bắc,2.0,2.0,1.0,178m²,82m²,20m,,
4J2GPF,"69A Nguyễn Sĩ Sách, P.15, Q.Tân Bình, TP.HCM",14000000.0,138.31,Nhà mặt tiền,4.2m,24.25m,Đông Nam,2.0,1.0,1.0,101.22m²,15.96m²,10m,,
C4UVUB,"Phạm Thế Hiển, P.6, Q.8, TP.HCM",14900000.0,130.35,Nhà mặt tiền,4m,22.9m,Tây Bắc,5.0,2.0,3.0,114.30m²,276.60m²,8m,,
5HSBF7,"117C Thạnh Lộc 37, P.Thạnh Lộc, Q.12, TP.HCM",6900000.0,120.62,Nhà mặt tiền,4m,14.33m,Tây Nam,3.0,3.0,3.0,57.20m²,128.90m²,7.5m,,
6S7ZB8,"45 Điện Biên Phủ, P.2, Q.Bình Thạnh, TP.HCM",45000000.0,157.78,Nhà mặt tiền,4.5m,42.18m,Đông Nam,2.0,2.0,2.0,285.20m²,375.30m²,,,
02ZSC9,"242 Âu Dương Lân, P.Rạch Ông, Q.8, TP.HCM",34800000.0,234.65,Nhà mặt tiền,4.14m,36.38m,Đông Bắc,15.0,15.0,4.0,148.30m²,326.10m²,10m,,
8UTX03,"39 Hoàng Quốc Việt, P.Phú Mỹ, Q.7, TP.HCM",12000000.0,157.89,Nhà mặt tiền,3.5m,33.65m,Nam,1.0,1.0,1.0,76m²,,16m,,Sổ riêng
0GK5T9,"Quốc lộ 50, Xã Phong Phú, H.Bình Chánh, TP.HCM",28000000.0,112.72,Nhà mặt tiền,5.3m,52m,Đông,8.0,9.0,5.0,248.40m²,696.90m²,12m,,
53J27X,"Phan Bội Châu, P.2, Q.Bình Thạnh, TP.HCM",25000000.0,346.74,Nhà mặt tiền,5.32m,15.8m,Đông Bắc,5.0,5.0,6.0,72.10m²,338.30m²,5.39m,,
4JYHZF,"Lê Bình, P.4, Q.Tân Bình, TP.HCM",3850000.0,202.63,Nhà mặt tiền,4.15m,4.6m,Tây,3.0,3.0,4.0,19m²,,2m,,
UYCX6S,"MPN 51C Lê Quang Hoà, P.Thới An, Q.12, TP.HCM",6900000.0,96.91,Nhà mặt tiền,4.01m,17.77m,Tây,4.0,5.0,4.0,71.20m²,172m²,10m,,
K4MURC,"11 đường DC3, P.Sơn Kỳ, Q.Tân Phú, TP.HCM",9300000.0,166.07,Nhà mặt tiền,4m,14m,Đông Nam,3.0,3.0,4.0,56m²,170.40m²,6m,,
358MZQ,"10 Thạnh Lộc 38, P.Thạnh Lộc, Q.12, TP.HCM",6500000.0,123.33,Nhà mặt tiền,4.3m,12.57m,Tây Bắc,9.0,9.0,5.0,52.70m²,251.10m²,,,
QA4E2U,"MPN 16D Hiệp Thành 23, P.Tân Thới Hiệp, Q.12, TP.HCM",6500000.0,67.92,Nhà mặt tiền,4m,24.06m,Tây Nam,2.0,1.0,2.0,95.70m²,35.30m²,12m,,Sổ riêng
9Z9ZHP,"82A đường số 4, P.An Lạc, Q.Bình Tân, TP.HCM",11000000.0,135.8,Nhà mặt tiền,4.5m,18.02m,Tây Nam,13.0,13.0,5.0,81m²,267.30m²,12m,,
13TFT6,"đường số 6, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",8000000.0,91.01,Nhà mặt tiền,4m,22.11m,Nam,1.0,4.0,5.0,87.90m²,326m²,7m,,
DE9QMH,"24 20, P.Bình Thọ, TP.Thủ Đức, TP.HCM",92000000.0,258.42,Nhà mặt tiền,18m,20m,Tây,6.0,8.0,4.0,356m²,699m²,12m,Đầy đủ,
CW27TB,"135 đường số 1, P.9, Q.Gò Vấp, TP.HCM",16000000.0,132.0,Nhà mặt tiền,5m,22.1m,Đông,6.0,6.0,3.0,110.30m²,206.50m²,7.75m,,
GNHEY2,"Trường Chinh, P.14, Q.Tân Bình, TP.HCM",16500000.0,238.78,Nhà mặt tiền,4m,17.07m,Đông Bắc,3.0,3.0,4.0,69.10m²,162.10m²,17m,,
Q7RA3U,"9 Thích Quảng Đức, P.4, Q.Phú Nhuận, TP.HCM",23000000.0,342.77,Nhà mặt tiền,7.5m,10m,Đông Bắc,5.0,4.0,5.0,67.10m²,159m²,5m,,
5HGF87,"554 Đoàn Văn Bơ, P.13, Q.4, TP.HCM",8500000.0,143.09,Nhà mặt tiền,3.92m,15.9m,Đông Bắc,4.0,4.0,3.0,59.40m²,,,,
SDBRU5,"MPN 22 Thạnh Lộc 57, P.Thạnh Lộc, Q.12, TP.HCM",5400000.0,83.98,Nhà mặt tiền,4m,16.12m,Tây Bắc,4.0,5.0,4.0,64.30m²,191.40m²,10m,,
CWW2RB,"791 Quang Trung, P.12, Q.Gò Vấp, TP.HCM",6350000.0,156.01,Nhà mặt tiền,2.35m,17.3m,Đông Bắc,2.0,2.0,2.0,40.70m²,67m²,20m,,
K4ZSGC,"40 Lê Văn Lương, P.Tân Hưng, Q.7, TP.HCM",16800000.0,141.17,Nhà mặt tiền,3.5m,34.87m,Đông,14.0,14.0,5.0,119m²,280.42m²,10m,,
GN1UD2,"142 Tô Hiến Thành, P.15, Q.10, TP.HCM",36000000.0,503.49,Nhà mặt tiền,4.1m,23.46m,Đông Nam,3.0,2.0,3.0,71.50m²,205.90m²,9.6m,,
JGG150,"602 Hồ Học Lãm, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",29000000.0,83.09,Nhà mặt tiền,9.85m,31.32m,Tây Nam,6.0,6.0,1.0,349m²,,10m,Cơ bản,
5YVA47,"2485 Phạm Thế Hiển, P.7, Q.8, TP.HCM",10400000.0,95.5,Nhà mặt tiền,3.95m,29.04m,Tây Bắc,2.0,2.0,2.0,108.90m²,124m²,10m,,
Q5HBTU,"Kinh Dương Vương, P.An Lạc A, Q.Bình Tân, TP.HCM",25000000.0,469.25,Nhà mặt tiền,19.35m,3.91m,Đông Nam,4.0,3.0,4.0,75.10m²,295.30m²,60m,,Sổ riêng
J2SS10,"40 Thạnh Xuân 22, P.Thạnh Xuân, Q.12, TP.HCM",7550000.0,107.7,Nhà mặt tiền,5.12m,13.65m,Tây Nam,4.0,4.0,4.0,70.10m²,188.80m²,4.35m,,
GXA362,"42 Lê Thị Riêng, P.Thới An, Q.12, TP.HCM",12500000.0,161.7,Nhà mặt tiền,5.06m,16.15m,Tây,4.0,4.0,4.0,77.30m²,217.10m²,,,
0Z2549,"135 Xuân Hồng, P.12, Q.Tân Bình, TP.HCM",21200000.0,281.16,Nhà mặt tiền,3.97m,19.2m,Đông Nam,10.0,11.0,5.0,75.40m²,441.70m²,11m,,Sổ riêng
0Z2549,"135 Xuân Hồng, P.12, Q.Tân Bình, TP.HCM",21200000.0,281.16,Nhà mặt tiền,3.97m,19.2m,Đông Nam,10.0,11.0,5.0,75.40m²,441.70m²,11m,,Sổ riêng
